country,latitude,longitude,region,continent,ev_stock,ev_sales,battery_demand_mwh_est,total_battery_factories,total_battery_capacity_gwh,dc_fast_chargers,ac_chargers,avg_power_kw,net_lithium_import_t,net_cobalt_import_t,net_nickel_import_t,net_graphite_import_t,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,lithium_production_t,cobalt_production_t,nickel_production_t,graphite_production_t,domestic_mineral_capacity,mineral_self_sufficiency_pct,import_dependency_pct,supply_risk_score,geopolitical_risk_score,supplier_diversity_index,disruption_probability,risk_category,factory_utilization_pct,battery_export_gwh,battery_import_gwh,production_cost_usd_per_kwh,average_factory_age_years,annual_battery_output_gwh,charger_density_per_1000_ev,public_charging_ratio,charging_readiness_score,charger_growth_rate_pct,transport_mode,average_shipping_distance_km,logistics_cost_usd_per_ton,on_time_delivery_rate_pct,carbon_emission_tco2,route_efficiency_score,warehouse_capacity_t,inventory_turnover_ratio,stockout_probability,date,year,quarter,month,month_name,week,day,fiscal_year,ev_market_growth_pct,battery_demand_growth_pct,manufacturing_dependency_score,infrastructure_score,logistics_risk_score,inventory_risk_score,overall_supply_chain_score
France,46.23,2.21,Western Europe,Europe,1727450,262928,15118.16,11,111.77,16104,78406,82.4,72922.36,10352.03,17634.13,57361.51,23.8,3.42,84.2,28683.82,6.01,176076,85410,88620,145688,495794,52.31,50.05,49.9,77,0.82,0.09,Medium,56.6,26.34,105.5,83.66,24.1,261.67,34.2,34.4,39.9,6.36,Rail,3641.2,246.08,71.41,396.28,49.08,55227.16,15.16,0.26,23-04-2025,2025,Q2,4,April,17,23,2025,25.93,35.01,79.91,82.05,20.08,19.41,59.46
Indonesia,-0.79,113.92,Southeast Asia,Asia,137271,35387,2997.66,5,66.62,2317,12532,74.5,-32116.14,-6888.01,-62419.75,-66383.37,38.38,4.65,74.5,21466.07,4.57,64729,7419,107440,162105,341693,37.92,59.89,62.8,90.5,0.66,0.22,High,89.74,32.06,26.46,108.81,9.8,266.77,56.96,43.65,65,14.55,Sea,805.8,168.15,75.49,29.17,62.06,6991.45,5.3,0.03,17-03-2025,2025,Q1,3,March,12,17,2024,31.94,27.24,83.19,69.85,29.76,18.44,64.71
Japan,36.2,138.25,Eastern Asia,Asia,1805533,232655,12711.02,15,141.92,18052,98140,87.5,6784.35,89113.27,75959.36,147236.74,38.54,1.66,21.5,72989.39,3.84,202100,63268,117919,76332,459619,29.99,72,48,47.2,0.79,0.04,Medium,59.26,241.38,95.97,89,14.8,473.4,25.14,42.95,45,24.7,Rail,4851.3,212.86,83.84,425.05,91.82,38007.91,12.97,0.36,21-06-2024,2024,Q2,6,June,25,21,2024,20.86,9.62,81.6,75.53,41.26,53.95,69.65
Germany,51.17,10.45,Western Europe,Europe,2351448,435988,33703.07,26,173.65,27635,116766,87,41854.38,114219.57,37722.27,34338.6,20.96,0.63,22.5,216786.11,3.86,124274,87692,20958,131775,364699,15.71,81.79,59.9,65.4,0.72,0.12,High,64.61,18.07,169.56,92.49,11.2,131.55,34.47,40.11,42.2,17.61,Rail,2167,157.16,86.7,133.74,58.36,54332.84,4.64,0.23,01-06-2024,2024,Q2,6,June,22,1,2024,19.89,16.2,58.48,97.35,50.12,40.17,65.11
United Kingdom,55.38,-3.44,Northern Europe,Europe,1581640,253085,22287.22,12,98.58,14767,81229,79.8,19719.44,61132.48,86808.59,25148.59,19.12,4.52,81.8,151656.96,4.85,204114,14996,10872,47193,277175,42.51,56.99,57.4,83.9,0.73,0.12,High,70.03,217.35,31.6,103.37,21.5,448.71,12.36,26.27,23.7,22.74,Air,1389.7,174.45,98.79,91.51,71.52,26278.94,8.12,0.12,26-12-2025,2025,Q4,12,December,52,26,2025,36.88,14.44,72.88,67.92,36.92,67.14,63.02
Germany,51.17,10.45,Western Europe,Europe,2345637,423772,26095.62,23,161.84,27164,118161,95.4,24031.75,23865.18,18235.58,47316.38,27.37,1.45,75.7,57809.93,6.36,6860,62472,129792,1284,200408,85.34,17.24,47.6,71.6,0.45,0.24,Medium,72.5,131.83,69.93,101.79,14.5,439.03,87.55,43.18,100,24.17,Sea,239.1,318.95,77.03,26.94,93.16,68443.83,16.91,0.17,16-03-2024,2024,Q1,3,March,11,16,2023,20.17,38.76,26.79,45.6,22.1,62.86,65.91
Germany,51.17,10.45,Western Europe,Europe,2269705,481448,47195.88,31,167.14,25602,145590,94.5,123181.09,81152.54,37243.97,23802.89,25.47,1.49,26,340747.94,2.81,38727,41200,111536,155877,347340,63.57,37.98,59.9,90.2,0.5,0.25,High,76.24,85.4,22.48,58.66,23.5,295.26,6.66,46.81,14.5,25.52,Air,151.2,129.59,71.94,3.82,75.62,13154.96,14.93,0.42,07-01-2024,2024,Q1,1,January,1,7,2023,22.22,26.09,48.07,97.16,82.26,13.72,72.28
China,35.86,104.19,Eastern Asia,Asia,11738972,1496776,97530.06,84,876.68,204502,1066225,92.9,738038.66,619781.19,343213.27,206132.79,37.97,1.12,23.5,743525.03,3.8,159472,63948,160002,188427,571849,74.03,25.13,42.5,56.8,0.54,0.25,Medium,58.71,117.85,228.73,125.96,7.6,367.74,32.72,75.09,38.3,29.4,Air,3863,214.19,71,314.41,90.04,14385.44,10.38,0.29,04-01-2024,2024,Q1,1,January,1,4,2023,41.13,28.6,29.79,40.35,71.92,32.3,61.65
India,20.59,78.96,Southern Asia,Asia,389508,147094,6778.25,9,45.38,8057,68192,58,8912.96,4597.59,829.13,17496.12,23.96,0.89,30.7,31728.16,3.51,118608,10587,76131,105429,310755,73.4,23.95,55.7,84.6,0.41,0.26,High,66.74,56.25,100.13,98.48,23,437.39,83.62,82.22,92.5,19.57,Rail,509.1,141.73,80.1,53.18,70.05,100349.03,8.4,0.3,04-11-2025,2025,Q4,11,November,45,4,2025,34.55,11.7,47.38,95.14,26.42,39.23,69.06
France,46.23,2.21,Western Europe,Europe,1678148,248125,13491.44,11,111.21,15884,69744,79.5,89454.01,17914.29,36513.17,69095.62,29.14,0.8,53.4,74194.68,5.51,150937,41653,131676,125166,449432,36.36,66.32,63.2,87.8,0.69,0.2,High,59.81,323.91,86.7,110.53,25.4,735.94,60.05,49.18,74.7,10.91,Air,167.1,281.81,97.65,11.97,70.94,53697.09,10.77,0.31,18-10-2025,2025,Q4,10,October,42,18,2025,23.86,31.38,20.77,79.14,51.5,81.55,61.67
Chile,-35.68,-71.54,South America,South America,88897,17609,1364.26,0,9.62,826,5038,60.5,-17709.72,-847.75,-6209.85,-3372.61,23.07,3.41,46.4,9546.71,4.94,12200,20185,108398,60708,201491,37.86,61.89,30.4,18.1,0.92,0.01,Medium,89.44,169.29,134.21,92.24,26,550.19,67.76,62.78,77.3,31.33,Air,4480.1,292.83,79.1,319.48,92.99,7620.09,16.2,0.11,09-11-2024,2024,Q4,11,November,45,9,2024,6.31,14.08,78.79,84.95,22.71,68.27,84.25
United States,39.83,-98.58,North America,North America,5243880,761191,29145.07,51,356.29,53377,193491,115.9,415838.62,107836.99,14993.41,52827.69,43.3,5.73,72.2,93996.67,4.72,32415,12231,147749,64843,257238,55.25,46.06,35,47.1,0.92,0.02,Medium,64.99,333.01,103.54,81.87,20,783.95,16.98,84.34,33.6,30.04,Rail,1506.5,180.54,75.5,122.92,92.33,70393.33,13.37,0.14,10-01-2024,2024,Q1,1,January,2,10,2023,6.54,27.44,75.01,76.66,89.3,86.49,74.75
France,46.23,2.21,Western Europe,Europe,1782614,272545,14988.32,11,107.29,14491,72890,79,48843.32,61790.99,89915.13,63977.09,18.9,1.67,38.2,28903.83,4.02,78391,44898,14587,55405,193281,45.96,56.43,47.1,27.6,0.41,0.11,Medium,66.9,276.16,197.51,100.23,19.1,569.34,39.41,42.3,50.3,31.24,Road,418,119.95,81.41,29.36,47.88,64693.84,12.17,0.3,19-07-2024,2024,Q3,7,July,29,19,2024,36.99,33.61,39.02,92.97,70.7,65.3,65.16
France,46.23,2.21,Western Europe,Europe,1688416,205934,12264.81,13,108.9,15195,82903,80.3,36111.01,53305.77,39230.55,20768.23,35.3,0.76,16.1,50567.12,3.72,188762,77801,101454,50791,418808,29.67,70.57,47.7,22,0.49,0.1,Medium,77.82,332.79,175.18,73.81,18.7,649.39,43.76,74.27,62,16.66,Road,1057.2,55,85.34,91.09,46.97,37206.49,15.89,0.16,09-01-2025,2025,Q1,1,January,2,9,2024,25.42,34.59,35.97,89.76,45.75,62.34,66.71
Indonesia,-0.79,113.92,Southeast Asia,Asia,150484,27688,2159.08,4,64.9,2133,12407,68.4,-44077.31,-40616.76,-11568.31,-51582.18,36.25,1.67,47.3,2613.44,3.39,134262,53615,118998,187663,494538,96.4,5.53,28.6,46.1,0.65,0.14,Medium,78.13,1.06,30.84,103.25,21.6,62.05,28.14,68.01,33.8,14.42,Sea,4411.9,302.73,71.78,204.01,48.74,17416.74,15.13,0.28,23-04-2025,2025,Q2,4,April,17,23,2025,3.28,32.59,52.71,78.74,45.21,40.67,69.25
South Korea,36.5,127.75,Eastern Asia,Asia,844344,173434,9336.51,22,176.15,13318,70982,95.3,176664.03,105252.67,51203.65,148433.99,29.47,2.97,37.2,33216.14,2.71,206203,13731,144819,214251,579004,75.17,27.79,33.7,22.2,0.46,0.05,Medium,56.47,298.52,262.81,111.69,24.5,383.91,18.34,32.05,34.4,34.34,Road,4482.8,266.16,75.55,439.49,46.82,51330.3,3.67,0.18,19-08-2024,2024,Q3,8,August,34,19,2024,7.55,31.73,32.65,66.63,30.89,46.78,59.05
Norway,60.47,8.47,Northern Europe,Europe,928265,124251,8877.78,2,17.48,7125,27741,77.8,21724.34,1343.76,16919.37,17004.58,39.2,5.15,65.9,21254.51,6.08,63162,60772,109182,191184,424300,46.96,55.21,46,55.6,0.76,0.09,Medium,68.22,147.47,94.84,120.82,11.8,463.54,46.28,47.22,60.7,22.22,Road,4019.5,206.31,82.66,318.91,85.32,58561.85,14.68,0.17,09-11-2024,2024,Q4,11,November,45,9,2024,18.2,4.9,44.51,72.25,53.33,70.91,69.95
Indonesia,-0.79,113.92,Southeast Asia,Asia,138232,40205,1674.88,6,67.1,2446,10127,64.8,-79011.06,-45551.61,-36324.49,-52309.79,44.71,5.35,69.4,4627.88,6.25,130033,52561,124058,120574,427226,79.62,20.63,33.9,57.4,0.78,0.06,Medium,63.95,254.07,126.94,55.89,16.9,671.68,44.55,68.49,60.3,19.35,Air,4400.7,272.43,87.04,238.77,56.49,91645.23,15.31,0.05,06-07-2025,2025,Q3,7,July,27,6,2025,32.74,13.01,68.08,51.36,81.19,39.12,59.47
Norway,60.47,8.47,Northern Europe,Europe,940144,109999,4536.27,2,14.95,7048,28250,76.8,22018.84,2469.32,10230.1,17502.85,38.74,1.77,43.5,9576.71,3.27,13601,5044,171252,176107,366004,22.27,75.02,34.3,16.9,0.93,0.01,Medium,59.82,28.29,122.78,117.01,17.7,445.3,52.76,35.05,68.5,25.13,Rail,543.8,167.8,76.34,21.91,94.04,32801.94,8.43,0.08,17-10-2025,2025,Q4,10,October,42,17,2025,21.55,34.2,72.13,91.87,70.1,48.25,77.86
Indonesia,-0.79,113.92,Southeast Asia,Asia,149404,31795,1275.93,6,57.32,2108,13743,64.1,-44798.91,-17528.92,-42721.6,-43343.15,23.65,1.08,20.4,3571.15,2.64,119842,22485,84722,118560,345609,44.84,55.13,44.4,61.4,0.88,0.06,Medium,68.59,130.16,17.43,119.54,20.7,453.72,46.94,37.18,61.5,27.28,Sea,2749.3,299.34,81.91,305.27,95.96,16906.07,10.28,0.07,06-02-2025,2025,Q1,2,February,6,6,2024,5,33.78,65.32,87.2,93.95,13.49,76.84
Indonesia,-0.79,113.92,Southeast Asia,Asia,144075,39931,2080.25,7,69.2,2356,12281,64.3,-35474.53,-27338.32,-7396.44,-24713.54,18.7,2.5,45.1,13771.23,4.18,5962,65376,30351,143018,244707,34.24,68.01,62.9,62.1,0.42,0.27,High,92.21,138.88,5.93,107.17,7,527.73,18.35,37.92,28.9,20.11,Road,3123,297.94,77.98,260.32,75.25,108144.57,7.91,0.22,28-05-2025,2025,Q2,5,May,22,28,2025,7.3,7.25,83.34,97.19,89.18,31.23,75.44
Canada,56.13,-106.35,North America,North America,397778,65661,5611.08,6,62.56,6086,31668,70.8,-30543.06,-44655.87,-7845.22,-48920.05,37.27,4.49,65,12546.87,3.91,153438,31781,131007,180283,496509,28.12,72.04,50.4,32.4,0.54,0.09,High,94.24,69.87,42.05,103.92,6.2,215.48,77.33,43,83.3,13.41,Sea,3761.4,111.14,74.98,173.9,57.03,905.85,3.67,0.04,03-02-2024,2024,Q1,2,February,5,3,2023,29.99,22.39,45.62,71.56,44.46,26.48,68.11
Chile,-35.68,-71.54,South America,South America,79107,16049,865.39,4,11.15,918,4598,64.6,-18810.31,-3155.21,-2083.15,-16774.07,26.47,0.35,28.9,6412.03,2.56,228870,87173,18220,166491,500754,79.96,18.87,19.6,22.5,0.83,0.04,Low,96.63,213,147.33,129.62,19.3,333.98,35.99,26.36,45.8,4.39,Air,1596.6,196.53,92.99,95.55,67.35,118500.95,3.91,0.17,06-02-2025,2025,Q1,2,February,6,6,2024,27.48,4.41,33.89,51.97,16.91,30.34,74.09
Germany,51.17,10.45,Western Europe,Europe,2510453,408907,15379.69,20,151.75,27727,123925,87.8,41793.43,18519.58,113112.95,141062.33,32.59,4.28,83.4,61728.43,4.9,2110,55921,64540,191638,314209,89.04,9.45,30.6,43.8,0.6,0.07,Medium,73.44,168.34,197.28,91.25,22.2,385.88,39.06,63.09,46.1,14.07,Sea,1804.9,177.26,73.62,47.46,48.5,85185.24,3.83,0.17,15-11-2024,2024,Q4,11,November,46,15,2024,7.78,8.47,63,68.61,79.98,58.58,64.99
China,35.86,104.19,Eastern Asia,Asia,11568186,1347559,60653.71,116,761.09,228805,1039258,90.3,691717.09,339539.68,667789.2,475651.97,29.49,1.54,39.3,170351.8,3.64,188423,32574,152122,77707,450826,56.96,41.75,27,31.2,0.95,0.01,Medium,63.53,72.98,159.72,59.68,16.2,319.34,28.97,71.27,41.8,4.23,Air,1022.9,200.52,92.82,64.82,86.03,32540.93,8.09,0.39,28-06-2024,2024,Q2,6,June,26,28,2024,44.38,30.82,57.98,48,24.24,71.77,67.64
India,20.59,78.96,Southern Asia,Asia,364664,156759,6337.08,8,47.19,7683,77823,56.8,3931.57,1861.53,29041.3,23480.92,20.46,1.18,53.5,33044.43,5.4,93370,78724,23254,60871,256219,55.37,41.82,30.2,25.5,0.78,0.04,Medium,62.05,206.37,221.88,83.58,22.9,343.76,71.39,68.84,81.8,29.54,Rail,4965.7,240.89,81.93,595.77,69.05,10949.91,16.53,0.37,18-07-2024,2024,Q3,7,July,29,18,2024,7.46,14.91,62.03,79.78,57.33,6.4,70.17
India,20.59,78.96,Southern Asia,Asia,409981,170786,10420.31,8,55.9,8661,68769,55.2,45292.66,22111.93,12686.45,58158.81,23.21,3.63,55.8,78910.34,4.07,57653,50823,40575,218159,367210,76.76,22.88,56.5,80.4,0.32,0.23,High,95.52,120.58,102.72,100.77,12.3,374.08,68.56,30.58,79.4,19.13,Rail,2110.7,81.28,97.02,252.8,86.8,42746.15,9.73,0.25,14-12-2024,2024,Q4,12,December,50,14,2024,35.92,35.6,23.46,75.93,47.18,60.53,75.44
Australia,-25.27,133.77,Oceania,Oceania,261435,47888,4112.68,4,36.44,5494,19485,65.9,-26413,-16181.39,-15789.72,-22451.3,40.62,4.63,60.7,28906.15,4.42,61100,12966,78988,167223,320277,40.82,60.49,48.8,77.1,0.98,0.01,Medium,77.32,142.92,297.75,136.88,25.6,520.01,7.02,28.04,18,8.23,Road,343.1,307.79,91.25,25.19,77.14,90894.72,2.86,0.33,14-10-2024,2024,Q4,10,October,42,14,2024,4.35,14.65,24.77,82.8,89.69,57.58,72.11
United Kingdom,55.38,-3.44,Northern Europe,Europe,1606628,180070,9266.77,10,89.76,14582,73386,74.3,32111.76,36384.02,10579.55,29890.28,24.48,3.81,72.3,23671.94,5.14,236140,81144,4117,174695,496096,70.67,30.61,38.8,45.1,0.59,0.1,Medium,68.94,276.95,219.71,82.64,8.4,520.69,28.13,51.65,36.6,30.85,Sea,1332,131.87,81.46,53.95,75.7,54691.99,10.54,0.16,28-10-2025,2025,Q4,10,October,44,28,2025,22.39,28.07,72.6,52.66,74.29,56.11,64.62
Canada,56.13,-106.35,North America,North America,413752,71582,4213.39,5,64.5,6055,24893,75.9,-29254.34,-25267.72,-19956.76,-43789.43,27.17,2.25,69.1,28830.05,4.29,179779,76801,151030,96695,504305,33,69.52,72.3,79.5,0.33,0.45,High,82.02,236.09,58.34,117.93,8.5,530.73,18.94,54.82,36.4,22.7,Sea,594.9,52.34,90.28,48.6,57.35,77420.15,13.07,0.31,09-09-2024,2024,Q3,9,September,37,9,2024,21.97,9.94,71.43,77.95,12.49,12.28,61.25
United Kingdom,55.38,-3.44,Northern Europe,Europe,1569306,249192,21266.26,13,113.42,17061,75761,75.6,128753.9,65717.19,39046.24,73382.25,41.42,4.9,80.4,108287.72,6.26,63402,57956,51702,45597,218657,86.42,15.32,38.5,54.4,0.53,0.25,Medium,78.2,161.11,110.47,100.38,2.7,446.89,50.05,73.51,65.8,28.58,Sea,1934.1,194.17,87,229.91,53.66,68496.54,6.79,0.17,26-10-2025,2025,Q4,10,October,43,26,2025,11.17,12.13,83.28,93.07,90.26,66.81,71.61
Japan,36.2,138.25,Eastern Asia,Asia,1870297,259725,9405.31,19,102.74,19881,97936,79.5,90698.99,19309.34,94017.14,67111.18,32.97,2.08,43.9,73937.23,3.48,10875,58667,33516,214820,317878,44.55,55.49,57.5,72.9,0.58,0.22,High,60.54,70.8,88.61,105.63,27.7,317.38,44.78,82.29,50.4,10.04,Road,4477,144.08,84.93,413.72,46.63,102666.61,14.53,0.14,20-08-2024,2024,Q3,8,August,34,20,2024,23.5,30.43,91.13,53.84,13.94,33.59,50.88
India,20.59,78.96,Southern Asia,Asia,396539,156986,8198.85,7,39.63,7460,71208,49.2,32553.35,8584.85,5662.27,26194.38,37.6,1.02,30,40736.66,2.74,114608,13907,32408,51691,212614,94.16,6.21,20.3,34.6,0.8,0.05,Low,57.01,157.27,18.96,120.27,23.2,273.29,40.59,47.37,53,27.35,Air,882.7,40.09,91.03,23.56,63.25,86409.6,17.7,0.01,03-02-2025,2025,Q1,2,February,6,3,2024,43.57,7.82,92.23,56.62,26.91,62.03,64.14
South Africa,-30.56,22.94,Southern Africa,Africa,63837,11288,463.75,1,6.68,565,3093,48.8,-12146.28,-10821.38,-10040.74,-14353.18,18.85,0.29,25.6,987.39,2.71,232673,59902,142386,219351,654312,51.54,45.53,39.4,28.4,0.55,0.06,Medium,64.76,174.94,10.83,65.59,23.8,450.89,6.13,48.81,25.3,20.01,Sea,1760.1,132.83,72.77,135.83,55.69,47977.99,2.29,0.25,05-01-2024,2024,Q1,1,January,1,5,2023,43.9,22.13,49.73,91.46,36.76,79.62,68.13
Canada,56.13,-106.35,North America,North America,406764,72675,6672.48,9,53.32,7167,23862,65.8,-31313.69,-34501.05,-25553.7,-54314.63,24.28,4.96,71.1,9472.77,4.86,214059,79749,48110,25585,367503,69.93,29.42,39.6,74.3,0.89,0.07,Medium,55.48,335.8,296.75,132.65,18.6,708.24,7.47,40.58,25.2,3.92,Rail,2960.4,64.81,82.87,132.25,55.98,101058.29,8.72,0.34,27-01-2024,2024,Q1,1,January,4,27,2023,17.1,35.87,32.53,61.83,18.74,47.57,58.42
France,46.23,2.21,Western Europe,Europe,1620731,241448,16254.07,13,128.54,13687,79348,80.7,97554.24,62052.52,112161.4,47651.28,30.44,5.96,77.1,53404.02,4.35,36827,10596,159107,63545,270075,27.81,70.95,71,71.8,0.3,0.24,High,69.92,118.94,250.54,62.15,27.1,198.56,17.97,84.42,30.9,6.86,Rail,2325.6,148.31,87.96,207.19,77.56,57763.27,16.55,0.39,03-05-2024,2024,Q2,5,May,18,3,2024,17.41,22.31,59.57,87.19,53.73,56.34,65.92
Japan,36.2,138.25,Eastern Asia,Asia,1868081,261283,25111.59,16,140.22,18937,73634,80.3,164517.24,52435.8,79407.61,45196.42,18.99,2.34,80.7,165113.8,5.98,159027,2959,134115,69272,365373,18.52,82.15,58.2,54.2,0.65,0.16,High,67.91,199.19,241.22,69.37,7.8,244.16,87.22,68.26,96.3,12.85,Sea,4095.1,59.27,77.2,454.6,96.27,63299.85,8.65,0.42,27-04-2024,2024,Q2,4,April,17,27,2024,36.1,14.39,64.9,94.61,65.86,63.19,75.15
Indonesia,-0.79,113.92,Southeast Asia,Asia,143197,34108,1519.96,6,72.08,2486,12083,66.2,-72021.82,-27326.16,-46661.19,-27347.87,18.54,2.46,77.2,7788.45,4.73,79730,36721,22070,183942,322463,11.25,87.48,83.5,90.3,0.29,0.57,Critical,95.2,10.14,275.02,117.61,15,232.51,17.45,74.64,37.3,32.45,Road,722.9,136.85,92.49,80.37,57.1,45033.93,9.67,0.18,08-07-2024,2024,Q3,7,July,28,8,2024,14.8,5.22,25.99,89.05,14.7,37.09,64.46
United States,39.83,-98.58,North America,North America,4862165,739139,67970.49,31,316.97,53077,222900,105.1,277334.68,66298.81,82173.91,215118.53,38.36,4.83,64.9,166903.4,4.35,114511,54204,157249,108839,434803,13.23,84.7,63.5,77.8,0.78,0.09,High,58.81,51.73,33.68,76.57,23.2,353.86,32.3,37.8,51.3,26.98,Sea,1382.6,98.24,93.1,80.05,50.22,22962.97,4.4,0.13,12-12-2025,2025,Q4,12,December,50,12,2025,19.81,17.51,37.08,55.68,65.8,61.23,50.3
South Africa,-30.56,22.94,Southern Africa,Africa,75654,12104,897.99,0,4.86,757,3362,56.4,-16546.05,-6583.54,-7587.04,-19151.34,44.8,0.68,51.7,1873.06,5.27,166443,33764,103023,98377,401607,16.84,81.63,63.1,31.9,0.22,0.23,High,66.44,346.72,122.26,123.98,13.7,471.87,50.71,45.53,68.8,8.8,Road,792.6,305.96,86.54,41.44,91.86,94526.52,12.2,0.25,01-03-2024,2024,Q1,3,March,9,1,2023,20.14,25.49,42.14,55.5,92.55,15.07,62.67
United Kingdom,55.38,-3.44,Northern Europe,Europe,1651653,229385,18562.37,12,103.5,14145,80044,75.5,84576.58,9308.33,98236.32,29811.78,37.2,4.52,56.6,37613.1,4.97,172009,14898,112063,86332,385302,60.37,39.92,42.7,77.8,0.95,0.02,Medium,81.63,321.06,77.52,66.08,21.3,518.24,68.24,84.05,77.6,17.72,Rail,2634,159.72,79.22,150.95,87.17,104944.36,9.3,0.21,03-02-2024,2024,Q1,2,February,5,3,2023,19,35.3,42.07,71.02,18.69,11.94,74.28
France,46.23,2.21,Western Europe,Europe,1679814,235564,18850.49,15,126.36,19301,94297,88,6826.04,28319.16,65171.14,46449.91,24.37,1.58,27.9,42306.14,4.46,160361,5844,9355,175945,351505,65.41,36.72,49.9,41.5,0.25,0.16,Medium,79.75,127.2,140.96,139.37,23.7,304.92,25.71,70.03,40.8,10.9,Sea,4304,53.62,76.72,429.11,88.91,36462.01,4.81,0.29,11-12-2025,2025,Q4,12,December,50,11,2025,43.29,26.36,89.69,56.07,39.83,68.63,68.71
India,20.59,78.96,Southern Asia,Asia,346995,152540,5888.3,7,45.97,7305,68331,53.9,31524.8,2996.19,43024.44,30115.12,22.22,3.14,42.9,8199.08,4.1,204128,76989,102401,145771,529289,11.69,87.31,57.6,40.3,0.57,0.08,High,60.74,121.12,264.68,73.49,11.2,502.82,12.42,39.81,23.4,12.91,Rail,717.7,301.16,88.93,82.81,72.13,93645.85,7.93,0.36,19-05-2024,2024,Q2,5,May,20,19,2024,44.74,10.22,54.44,65.19,40.85,69.69,60.12
Indonesia,-0.79,113.92,Southeast Asia,Asia,132968,34638,1399.61,7,64.46,2609,12049,66.3,-63201.03,-40941.53,-15686.76,-11035.92,37.32,5.25,70.4,8308.91,5.25,87634,21393,125020,34272,268319,62.2,36.93,27.5,40.9,0.99,0,Medium,94.63,44.28,91.07,131.24,24.3,450.89,52.43,25.55,58.1,33.59,Rail,3863.2,203.67,83.82,300.17,61.3,107035.07,12.05,0.27,17-07-2024,2024,Q3,7,July,29,17,2024,8.58,29.11,48.19,64.83,38.04,71.66,73.31
South Africa,-30.56,22.94,Southern Africa,Africa,70734,12237,574.49,0,6.62,701,3355,57.7,-3297.54,-4741.43,-4597.96,-20279.85,41.18,2.6,89.7,3850.47,5.22,74188,61793,87760,91596,315337,28.46,71.12,59.2,81.7,0.81,0.13,High,63.3,98.07,64.39,75.74,21.7,581.47,23.62,28.5,34.7,2.51,Air,1293.7,122.04,78.86,115.92,70.59,40160.34,15.78,0.13,09-01-2024,2024,Q1,1,January,2,9,2023,43.49,12.03,92.14,60.66,62.21,34.09,58.84
France,46.23,2.21,Western Europe,Europe,1647646,255119,20144.12,16,119.06,14713,85127,77.5,61661.3,28223.1,57788.39,109456.29,44.17,5.33,80.4,157905.5,4.79,236438,35272,170801,23369,465880,24.65,76.55,65.1,63.9,0.47,0.29,High,63.98,165.62,58.28,133.16,8,305.39,84.44,71.66,97.8,10.77,Sea,2544.8,272.24,87.28,203.94,88.26,63403.39,15.12,0.39,11-03-2024,2024,Q1,3,March,11,11,2023,24.35,14.35,93.7,64.61,29.89,59.61,62.94
Canada,56.13,-106.35,North America,North America,404995,64305,5948.2,6,65.89,6285,21979,66.1,-73863.34,-5651.78,-25354,-6651.2,19.8,3.57,54.2,40970.34,5.46,51596,34969,23004,156383,265952,53.54,46.64,56.3,68.7,0.47,0.33,High,79.7,314.53,17.58,117.99,17,626.81,24.12,56.91,29.6,25.28,Rail,4032.4,115.39,85.38,164.94,76.21,2122.22,7.18,0.09,04-03-2025,2025,Q1,3,March,10,4,2024,34.32,30.86,29.1,58.61,36.68,82.4,64.55
Canada,56.13,-106.35,North America,North America,442066,74321,3628.15,6,65.13,5153,26989,72,-5111.67,-23054.36,-52253.43,-1666.76,26.36,2.77,35.5,23682.34,2.89,89460,18787,73269,107708,289224,24.8,76.14,59.8,88.8,0.93,0.03,High,83.79,63.67,78.5,93.27,7.3,519.15,68.15,61.49,76.4,31.82,Road,1267.1,54.54,86.45,122.65,66.17,13913.69,9.62,0.05,17-10-2024,2024,Q4,10,October,42,17,2024,5.75,14.94,29.08,74.81,81.67,62.25,66.24
United States,39.83,-98.58,North America,North America,4847583,750702,45885.14,48,297.7,46434,222576,112.7,320825.24,53897.42,213974.58,194056.47,33.85,3,53.4,326239.15,4.9,191810,32630,48220,32644,305304,59.89,40.35,34.6,56.7,0.98,0.01,Medium,91.14,184.07,49.87,76.6,11.5,319.01,21.05,29.7,28.4,18.4,Sea,4777.3,195.34,96.13,429.3,58.12,92666.55,4.02,0.28,28-12-2025,2025,Q4,12,December,52,28,2025,30.29,23.28,64.68,62.98,43.64,69.66,69.41
United Kingdom,55.38,-3.44,Northern Europe,Europe,1486054,225989,9015.96,11,130.3,15999,77889,82.7,90388.18,32984.45,10633.17,15288.34,24.39,2.05,33.4,14862.17,3.06,10692,57873,87955,119654,276174,80.08,19.58,45.8,49.6,0.28,0.31,Medium,83,165.26,126.4,73.06,24.8,195.05,78.99,60.11,84.7,31,Road,2166.6,34.78,77.63,116.99,91.52,59752.37,8.35,0.44,27-05-2024,2024,Q2,5,May,22,27,2024,43.48,9.57,37.86,45.69,16.13,65.72,68.6
Brazil,-14.24,-51.93,South America,South America,176577,46499,4371.24,1,20.49,2466,16065,62,20085.47,2815.7,10695.07,20817.54,24.32,1.61,60.7,12415.41,5.18,217303,23224,84236,16570,341333,48.53,53.3,38.1,14.3,0.52,0.04,Medium,76.92,162.47,254.54,95.42,15.5,601.32,71.28,55.57,84.3,26.72,Sea,4322.9,226.29,73.87,280.48,96.17,96908.93,17.92,0.39,29-01-2024,2024,Q1,1,January,5,29,2023,11.75,33.48,31.79,47.08,90.45,84.79,70.52
